Gene	Splicing.ID	CHR	P0
RP11-26H16.1	RP11-26H16.1	1	22234591
CELA3B	CELA3B	1	22303514
RN7SL421P	RN7SL421P	1	22305444
RN7SL386P	RN7SL386P	1	22313974
RNU6-1022P	RNU6-1022P	1	22314309
CELA3A	CELA3A	1	22328149
RN7SL768P	RN7SL768P	1	22330078
RN7SL186P	RN7SL186P	1	22337143
RNU6-776P	RNU6-776P	1	22337478
RP1-224A6.3	RP1-224A6.3	1	22350487
LINC00339	LINC00339	1	22351681
CDC42	CDC42	1	22379120
CDC42-IT1	CDC42-IT1	1	22385690
RP1-224A6.8	RP1-224A6.8	1	22394833
RP1-224A6.9	RP1-224A6.9	1	22427106
WNT4	WNT4	1	22443798
MIR4418	MIR4418	1	22592732
RP11-415K20.1	RP11-415K20.1	1	22649333
ZBTB40	ZBTB40	1	22778344
ZBTB40-IT1	ZBTB40-IT1	1	22843967
EPHA8	EPHA8	1	22890057
C1QA	C1QA	1	22962999
C1QC	C1QC	1	22970123
C1QB	C1QB	1	22979255
EPHB2	EPHB2	1	23037332
MIR4684	MIR4684	1	23046010
AL611946.1	AL611946.1	1	23075310
RP11-69E9.1	RP11-69E9.1	1	23162206
MIR4253	MIR4253	1	23189686
RP1-74M1.3	RP1-74M1.3	1	23243175
LACTBL1	LACTBL1	1	23279536
C1orf234	C1orf234	1	23337327
KDM1A	KDM1A	1	23345941
RP1-184J9.2	RP1-184J9.2	1	23346640
MIR3115	MIR3115	1	23370798
MIR4419A	MIR4419A	1	23384351
LUZP1	LUZP1	1	23410516
RP5-979D14.1	RP5-979D14.1	1	23466818
RNU6-514P	RNU6-514P	1	23489197
RNU6-135P	RNU6-135P	1	23490446
HTR1D	HTR1D	1	23516993
RP5-1057J7.1	RP5-1057J7.1	1	23571258
RP5-1057J7.6	RP5-1057J7.6	1	23607802
HNRNPR	HNRNPR	1	23630264
ZNF436	ZNF436	1	23685941
C1orf213	C1orf213	1	23695490
RP5-1057J7.7	RP5-1057J7.7	1	23704873
TCEA3	TCEA3	1	23707554
RP4-654C18.1	RP4-654C18.1	1	23737325
ASAP3	ASAP3	1	23755056
E2F2	E2F2	1	23832922
RP1-150O5.3	RP1-150O5.3	1	23875630
ID3	ID3	1	23884409
MDS2	MDS2	1	23907985
RP11-223J15.2	RP11-223J15.2	1	23996784
RPL11	RPL11	1	24018269
RP5-886K2.1	RP5-886K2.1	1	24032291
RN7SL532P	RN7SL532P	1	24063100
TCEB3	TCEB3	1	24069645
RP5-886K2.3	RP5-886K2.3	1	24098101
PITHD1	PITHD1	1	24104895
LYPLA2	LYPLA2	1	24117460
GALE	GALE	1	24122089
HMGCL	HMGCL	1	24128375
FUCA1	FUCA1	1	24171567
CNR2	CNR2	1	24197016
RN7SL24P	RN7SL24P	1	24208284
RP11-4M23.2	RP11-4M23.2	1	24227961
RP11-4M23.3	RP11-4M23.3	1	24233601
MIR378F	MIR378F	1	24255560
RP11-4M23.4	RP11-4M23.4	1	24275506
PNRC2	PNRC2	1	24285599
SRSF10	SRSF10	1	24291294
RP11-4M23.7	RP11-4M23.7	1	24334371
RP11-293P20.2	RP11-293P20.2	1	24367325
MYOM3	MYOM3	1	24382525
RP11-293P20.4	RP11-293P20.4	1	24393264
IL22RA1	IL22RA1	1	24446261
IFNLR1	IFNLR1	1	24480647
RP11-10N16.2	RP11-10N16.2	1	24526730
AL590683.1	AL590683.1	1	24554407
AL590683.2	AL590683.2	1	24606257
RP11-10N16.3	RP11-10N16.3	1	24634046
GRHL3	GRHL3	1	24645812
STPG1	STPG1	1	24683489
NIPAL3	NIPAL3	1	24745781
RCAN3	RCAN3	1	24829387
RN7SL857P	RN7SL857P	1	24855945
RP4-594I10.3	RP4-594I10.3	1	24878379
NCMAP	NCMAP	1	24882602
RP11-496D1.2	RP11-496D1.2	1	24890118
SRRM1	SRRM1	1	24958207
CLIC4	CLIC4	1	25071848
RNU6-1208P	RNU6-1208P	1	25104364
RUNX3	RUNX3	1	25226002
RP11-84D1.1	RP11-84D1.1	1	25287836
RP11-84D1.2	RP11-84D1.2	1	25294914
MIR4425	MIR4425	1	25349994
RP4-799D16.1	RP4-799D16.1	1	25370198
RP4-781L3.1	RP4-781L3.1	1	25451544
RP4-706G24.1	RP4-706G24.1	1	25534630
SYF2	SYF2	1	25549170
C1orf63	C1orf63	1	25568728
RP3-465N24.6	RP3-465N24.6	1	25574328
RP3-465N24.5	RP3-465N24.5	1	25592593
RHD	RHD	1	25598884
SDHDP6	SDHDP6	1	25620655
RP11-335G20.7	RP11-335G20.7	1	25662920
TMEM50A	TMEM50A	1	25664705
RNU6-1171P	RNU6-1171P	1	25667462
RHCE	RHCE	1	25688853
RP3-469D22.1	RP3-469D22.1	1	25725203
AL031284.1	AL031284.1	1	25732722
TMEM57	TMEM57	1	25757388
LDLRAP1	LDLRAP1	1	25870071
RP11-70P17.1	RP11-70P17.1	1	25907969
MAN1C1	MAN1C1	1	25943959
RP1-187B23.1	RP1-187B23.1	1	25971035
SEPN1	SEPN1	1	26126667
RP1-317E23.3	RP1-317E23.3	1	26144894
MTFR1L	MTFR1L	1	26145131
AL020996.1	AL020996.1	1	26145344
RP1-317E23.7	RP1-317E23.7	1	26158404
AUNIP	AUNIP	1	26160497
RP1-125I3.2	RP1-125I3.2	1	26186104
PAQR7	PAQR7	1	26187701
STMN1	STMN1	1	26210672
SNRPFP2	SNRPFP2	1	26213851
RP1-125I3.4	RP1-125I3.4	1	26215461
MIR3917	MIR3917	1	26232853
AL033528.1	AL033528.1	1	26238240
PAFAH2	PAFAH2	1	26286258
RNU6-110P	RNU6-110P	1	26290688
SCARNA17	SCARNA17	1	26332497
SCARNA18	SCARNA18	1	26332707
EXTL1	EXTL1	1	26346375
SLC30A2	SLC30A2	1	26363743
TRIM63	TRIM63	1	26377795
AL391650.1	AL391650.1	1	26398069
PDIK1L	PDIK1L	1	26437664
FAM110D	FAM110D	1	26485511
ZNF593	ZNF593	1	26496362
RP11-96L14.7	RP11-96L14.7	1	26496675
CNKSR1	CNKSR1	1	26503894
CATSPER4	CATSPER4	1	26517052
RP11-231P20.2	RP11-231P20.2	1	26536232
CEP85	CEP85	1	26560691
RP11-231P20.5	RP11-231P20.5	1	26589532
SH3BGRL3	SH3BGRL3	1	26605667
UBXN11	UBXN11	1	26608008
CD52	CD52	1	26644448
AIM1L	AIM1L	1	26648350
RP11-569G9.7	RP11-569G9.7	1	26653179
RN7SL490P	RN7SL490P	1	26674956
ZNF683	ZNF683	1	26688125
LIN28A	LIN28A	1	26737269
DHDDS	DHDDS	1	26758773
RP3-476K8.4	RP3-476K8.4	1	26781144
RP3-476K8.3	RP3-476K8.3	1	26789247
HMGN2	HMGN2	1	26798941
DPPA2P2	DPPA2P2	1	26845845
RPS6KA1	RPS6KA1	1	26856252
MIR1976	MIR1976	1	26881033
RN7SL679P	RN7SL679P	1	26919737
RP11-492M19.3	RP11-492M19.3	1	26966868
RP4-785J1.1	RP4-785J1.1	1	26973938
RP5-968P14.2	RP5-968P14.2	1	27018623
ARID1A	ARID1A	1	27022524
RN7SL501P	RN7SL501P	1	27090115
PIGV	PIGV	1	27113963
RN7SL165P	RN7SL165P	1	27141313
ZDHHC18	ZDHHC18	1	27153201
SFN	SFN	1	27189633
GPN2	GPN2	1	27202802
GPATCH3	GPATCH3	1	27216979
NUDC	NUDC	1	27228773
NR0B2	NR0B2	1	27237980
C1orf172	C1orf172	1	27276053
RP11-344H11.4	RP11-344H11.4	1	27306656
RP11-344H11.5	RP11-344H11.5	1	27310119
OSTCP2	OSTCP2	1	27312388
TRNP1	TRNP1	1	27320198
FAM46B	FAM46B	1	27331511
SLC9A1	SLC9A1	1	27425306
RP11-40H20.5	RP11-40H20.5	1	27503242
CHCHD3P3	CHCHD3P3	1	27527325
NPM1P39	NPM1P39	1	27533421
SNRPEP7	SNRPEP7	1	27537756
RP11-40H20.4	RP11-40H20.4	1	27555597
WDTC1	WDTC1	1	27561007
RP11-4K3__A.3	RP11-4K3__A.3	1	27637731
TMEM222	TMEM222	1	27648651
RNU6-48P	RNU6-48P	1	27651710
RP11-4K3__A.5	RP11-4K3__A.5	1	27651820
SYTL1	SYTL1	1	27668513
MAP3K6	MAP3K6	1	27681675
FCN3	FCN3	1	27695603
CD164L2	CD164L2	1	27705666
RP1-144C9.2	RP1-144C9.2	1	27715972
GPR3	GPR3	1	27719148
WASF2	WASF2	1	27730730
RP4-752I6.1	RP4-752I6.1	1	27783709
RP1-159A19.4	RP1-159A19.4	1	27852316
AHDC1	AHDC1	1	27860546
FGR	FGR	1	27938575
RP1-159A19.3	RP1-159A19.3	1	27975930
RP11-288L9.1	RP11-288L9.1	1	27986839
IFI6	IFI6	1	27992572
RP11-288L9.4	RP11-288L9.4	1	27995979
RNU6-949P	RNU6-949P	1	28002114
CHMP1AP1	CHMP1AP1	1	28013321
RNU6-424P	RNU6-424P	1	28020242
FAM76A	FAM76A	1	28052490
RP3-426I6.2	RP3-426I6.2	1	28065602
RPEP3	RPEP3	1	28066465
STX12	STX12	1	28099694
RP3-426I6.5	RP3-426I6.5	1	28100369
RP3-426I6.6	RP3-426I6.6	1	28146494
RNU6-1245P	RNU6-1245P	1	28151049
PPP1R8	PPP1R8	1	28157289
SCARNA1	SCARNA1	1	28160912
THEMIS2	THEMIS2	1	28199055
RPA2	RPA2	1	28218035
SMPDL3B	SMPDL3B	1	28261504
RP11-460I13.2	RP11-460I13.2	1	28265386
XKR8	XKR8	1	28285973
EYA3	EYA3	1	28296855
RP11-460I13.6	RP11-460I13.6	1	28316669
RN7SL559P	RN7SL559P	1	28358397
SPCS2P4	SPCS2P4	1	28421582
RP5-1053E7.2	RP5-1053E7.2	1	28436250
RP5-1053E7.3	RP5-1053E7.3	1	28446960
RNU6-176P	RNU6-176P	1	28469248
RNU7-29P	RNU7-29P	1	28470667
PTAFR	PTAFR	1	28473677
DNAJC8	DNAJC8	1	28525967
AL353354.1	AL353354.1	1	28527013
ATPIF1	ATPIF1	1	28562620
RP5-1092A3.4	RP5-1092A3.4	1	28566020
RP5-1092A3.5	RP5-1092A3.5	1	28573655
SESN2	SESN2	1	28586038
MED18	MED18	1	28655513
PHACTR4	PHACTR4	1	28696114
RP1-308E4.1	RP1-308E4.1	1	28780052
RNU6ATAC27P	RNU6ATAC27P	1	28807874
RCC1	RCC1	1	28832455
SNHG3	SNHG3	1	28833878
SNORA73B	SNORA73B	1	28835071
PRDX3P2	PRDX3P2	1	28852830
TRNAU1AP	TRNAU1AP	1	28879597
SNHG12	SNHG12	1	28905052
SNORD99	SNORD99	1	28905261
TAF12	TAF12	1	28915835
RAB42	RAB42	1	28918712
RP11-442N24__B.1	RP11-442N24__B.1	1	28969740
RNU11	RNU11	1	28975112
GMEB1	GMEB1	1	28995244
SCARNA24	SCARNA24	1	29016177
YTHDF2	YTHDF2	1	29063133
OPRD1	OPRD1	1	29138654
RP1-212P9.2	RP1-212P9.2	1	29194087
RP1-212P9.3	RP1-212P9.3	1	29196995
EPB41	EPB41	1	29213603
RP4-604A21.1	RP4-604A21.1	1	29308790
TMEM200B	TMEM200B	1	29446554
RP11-242O24.3	RP11-242O24.3	1	29471006
SRSF4	SRSF4	1	29474255
RP11-242O24.5	RP11-242O24.5	1	29479001
MECR	MECR	1	29519385
RP11-467D18.2	RP11-467D18.2	1	29550445
PTPRU	PTPRU	1	29563028
AL645859.1	AL645859.1	1	29580054
RP3-437I16.1	RP3-437I16.1	1	29656132
AL139151.1	AL139151.1	1	29758993
RP11-810H18.1	RP11-810H18.1	1	29814705
AC092265.1	AC092265.1	1	30117392
RP4-656G21.1	RP4-656G21.1	1	30181698
AL645944.1	AL645944.1	1	30357749
RP11-179G8.1	RP11-179G8.1	1	30377712
RP11-111I12.1	RP11-111I12.1	1	30486799
RP5-893G23.1	RP5-893G23.1	1	30613110
RP3-357I16.1	RP3-357I16.1	1	30699370
RP4-591L5.1	RP4-591L5.1	1	30882407
RP4-591L5.2	RP4-591L5.2	1	30888672
MATN1	MATN1	1	31184124
MATN1-AS1	MATN1-AS1	1	31191351
LAPTM5	LAPTM5	1	31205316
MIR4420	MIR4420	1	31212003
RP5-1125N11.1	RP5-1125N11.1	1	31283225
RP1-65J11.1	RP1-65J11.1	1	31297075
RN7SKP91	RN7SKP91	1	31316670
RP1-65J11.5	RP1-65J11.5	1	31331005
SDC3	SDC3	1	31342314
PUM1	PUM1	1	31404353
SNORD103A	SNORD103A	1	31408535
SNORD103B	SNORD103B	1	31421964
SNORD85	SNORD85	1	31441011
RP11-201O14.1	RP11-201O14.1	1	31509581
RP11-201O14.2	RP11-201O14.2	1	31523719
SEPW1P	SEPW1P	1	31567834
RP11-490K7.1	RP11-490K7.1	1	31581035
NKAIN1	NKAIN1	1	31652592
SNRNP40	SNRNP40	1	31732417
RP11-490K7.4	RP11-490K7.4	1	31736092
ZCCHC17	ZCCHC17	1	31769842
RP11-266K22.2	RP11-266K22.2	1	31805914
FABP3	FABP3	1	31838472
SERINC2	SERINC2	1	31882412
AC114494.1	AC114494.1	1	31902192
RP11-439L8.2	RP11-439L8.2	1	31960436
RNU6-40P	RNU6-40P	1	31970419
RP11-439L8.3	RP11-439L8.3	1	31971841
RP11-439L8.4	RP11-439L8.4	1	31984036
RP11-73M7.1	RP11-73M7.1	1	32037186
TINAGL1	TINAGL1	1	32042116
HCRTR1	HCRTR1	1	32083287
PEF1	PEF1	1	32095463
RP11-73M7.6	RP11-73M7.6	1	32109650
RP11-73M7.9	RP11-73M7.9	1	32110295
COL16A1	COL16A1	1	32117848
BAI2	BAI2	1	32192718
MIR4254	MIR4254	1	32224261
RP11-84A19.3	RP11-84A19.3	1	32254731
SPOCD1	SPOCD1	1	32256023
RP11-84A19.2	RP11-84A19.2	1	32307620
RP11-84A19.4	RP11-84A19.4	1	32317514
PTP4A2	PTP4A2	1	32372022
AL136115.1	AL136115.1	1	32379174
RP4-534N18.2	RP4-534N18.2	1	32398621
KHDRBS1	KHDRBS1	1	32479430
RP11-277A4.4	RP11-277A4.4	1	32517892
TMEM39B	TMEM39B	1	32537632
MIR5585	MIR5585	1	32552550
KPNA6	KPNA6	1	32573639
TXLNA	TXLNA	1	32645287
CCDC28B	CCDC28B	1	32665987
RP4-622L5.7	RP4-622L5.7	1	32671099
IQCC	IQCC	1	32671360
DCDC2B	DCDC2B	1	32674695
TMEM234	TMEM234	1	32680078
EIF3I	EIF3I	1	32687620
MTMR9LP	MTMR9LP	1	32697259
FAM167B	FAM167B	1	32712834
LCK	LCK	1	32716840
HDAC1	HDAC1	1	32757687
MARCKSL1	MARCKSL1	1	32799433
RP4-811H24.9	RP4-811H24.9	1	32814795
TSSK3	TSSK3	1	32817122
FAM229A	FAM229A	1	32826871
BSDC1	BSDC1	1	32830704
GAPDHP20	GAPDHP20	1	32867710
RP11-395N6.4	RP11-395N6.4	1	32887580
LRRC37A12P	LRRC37A12P	1	32888815
RN7SL122P	RN7SL122P	1	32923436
ZBTB8B	ZBTB8B	1	32930670
ZBTB8A	ZBTB8A	1	33005028
ZBTB8OS	ZBTB8OS	1	33086421
RBBP4	RBBP4	1	33116743
SYNC	SYNC	1	33160466
RP11-114B7.6	RP11-114B7.6	1	33183335
KIAA1522	KIAA1522	1	33207486
YARS	YARS	1	33240840
S100PBP	S100PBP	1	33282368
FNDC5	FNDC5	1	33327869
HPCA	HPCA	1	33351595
TMEM54	TMEM54	1	33360248
AL031602.1	AL031602.1	1	33391895
RNF19B	RNF19B	1	33402046
FKSG48	FKSG48	1	33439268
RP4-803A2.1	RP4-803A2.1	1	33445543
RP4-803A2.2	RP4-803A2.2	1	33452553
RP1-117O3.2	RP1-117O3.2	1	33496636
AK2	AK2	1	33473585
ADC	ADC	1	33546705
TRIM62	TRIM62	1	33611003
ZNF362	ZNF362	1	33722146
RP11-415J8.7	RP11-415J8.7	1	33726813
A3GALT2	A3GALT2	1	33772367
RP11-415J8.3	RP11-415J8.3	1	33780291
PHC2	PHC2	1	33789224
MIR3605	MIR3605	1	33798006
RN7SKP16	RN7SKP16	1	33802167
RP11-415J8.5	RP11-415J8.5	1	33815953
AL138837.1	AL138837.1	1	33907626
TLR12P	TLR12P	1	33931850
ZSCAN20	ZSCAN20	1	33938246
RP4-580O19.2	RP4-580O19.2	1	33977608
CSMD2	CSMD2	1	33979609
HSPD1P14	HSPD1P14	1	34304124
HMGB4	HMGB4	1	34326076
RP5-1007G16.1	RP5-1007G16.1	1	34334554
RNA5SP42	RNA5SP42	1	34578550
C1orf94	C1orf94	1	34632484
AC115286.1	AC115286.1	1	34641467
RP4-657M3.2	RP4-657M3.2	1	34742460
MIR552	MIR552	1	35135200
SMIM12	SMIM12	1	35178338
GJB5	GJB5	1	35220648
GJB4	GJB4	1	35225342
RP1-34M23.5	RP1-34M23.5	1	35253589
AL121988.1	AL121988.1	1	35244162
GJB3	GJB3	1	35246790
GJA4	GJA4	1	35258599
RP5-997D16.2	RP5-997D16.2	1	35316295
DLGAP3	DLGAP3	1	35331037
SNORD112	SNORD112	1	35409357
RP11-244H3.1	RP11-244H3.1	1	35439957
ZMYM6NB	ZMYM6NB	1	35447136
ZMYM6	ZMYM6	1	35451766
RP11-248I9.2	RP11-248I9.2	1	35519069
ZMYM1	ZMYM1	1	35525387
EFCAB14P1	EFCAB14P1	1	35587623
SFPQ	SFPQ	1	35641979
RN7SL136P	RN7SL136P	1	35729823
ZMYM4	ZMYM4	1	35734568
RN7SL503P	RN7SL503P	1	35757801
SNORA62	SNORA62	1	35775875
RPL5P4	RPL5P4	1	35816323
ZMYM4-AS1	ZMYM4-AS1	1	35824423
RNY5P1	RNY5P1	1	35893417
KIAA0319L	KIAA0319L	1	35899091
RP4-728D4.3	RP4-728D4.3	1	35975343
NCDN	NCDN	1	36023074
RP4-728D4.2	RP4-728D4.2	1	36035414
TFAP2E	TFAP2E	1	36038971
PSMB2	PSMB2	1	36067185
RN7SL281P	RN7SL281P	1	36171626
C1orf216	C1orf216	1	36179476
CLSPN	CLSPN	1	36185819
RP11-435D7.3	RP11-435D7.3	1	36208843
AGO4	AGO4	1	36273773
AGO1	AGO1	1	36335409
RP4-789D17.4	RP4-789D17.4	1	36338871
RP4-789D17.5	RP4-789D17.5	1	36395321
AGO3	AGO3	1	36396319
RP4-665N4.8	RP4-665N4.8	1	36457710
RP4-665N4.4	RP4-665N4.4	1	36545667
TEKT2	TEKT2	1	36549676
ADPRHL2	ADPRHL2	1	36554476
COL8A2	COL8A2	1	36560837
TRAPPC3	TRAPPC3	1	36602173
MAP7D1	MAP7D1	1	36621180
RN7SL131P	RN7SL131P	1	36657516
THRAP3	THRAP3	1	36690017
UBE2V2P4	UBE2V2P4	1	36707499
SH3D21	SH3D21	1	36771988
EVA1B	EVA1B	1	36787632
RP11-268J15.5	RP11-268J15.5	1	36789335
STK40	STK40	1	36805225
LSM10	LSM10	1	36856839
RNU4-27P	RNU4-27P	1	36868322
OSCP1	OSCP1	1	36881428
SNORA63	SNORA63	1	36884051
MRPS15	MRPS15	1	36921319
CSF3R	CSF3R	1	36931644
FTLP18	FTLP18	1	37095936
RP4-614N24.1	RP4-614N24.1	1	37238741
GRIK3	GRIK3	1	37261128
MIR4255	MIR4255	1	37627164
RNU6-636P	RNU6-636P	1	37669211
RP5-1180C18.1	RP5-1180C18.1	1	37728340
RNA5SP43	RNA5SP43	1	37730278
RPS29P6	RPS29P6	1	37796453
RP11-422J8.1	RP11-422J8.1	1	37920480
ZC3H12A	ZC3H12A	1	37940153
MEAF6	MEAF6	1	37958176
MIR5581	MIR5581	1	37966536
SNIP1	SNIP1	1	38000050
FTH1P1	FTH1P1	1	38010364
RP3-423B22.5	RP3-423B22.5	1	38021843
DNALI1	DNALI1	1	38022520
GNL2	GNL2	1	38032459
RSPO1	RSPO1	1	38076951
C1orf109	C1orf109	1	38147242
CDCA8	CDCA8	1	38158090
EPHA10	EPHA10	1	38179552
ACTN4P2	ACTN4P2	1	38242342
RP11-109P14.2	RP11-109P14.2	1	38248129
MANEAL	MANEAL	1	38259474
YRDC	YRDC	1	38268616
C1orf122	C1orf122	1	38272651
MTF1	MTF1	1	38275239
AL929472.1	AL929472.1	1	38292232
RP11-109P14.8	RP11-109P14.8	1	38306658
INPP5B	INPP5B	1	38326764
RNU6-584P	RNU6-584P	1	38350695
SF3A3	SF3A3	1	38422647
RNU6-510P	RNU6-510P	1	38457134
FHL3	FHL3	1	38462442
UTP11L	UTP11L	1	38474930
POU3F1	POU3F1	1	38509523
RP5-884C9.2	RP5-884C9.2	1	38512986
RP5-884C9.3	RP5-884C9.3	1	38546244
MIR3659	MIR3659	1	38554903
RP11-214L19.1	RP11-214L19.1	1	38674706
RNU6-753P	RNU6-753P	1	38862331
RP11-329N22.1	RP11-329N22.1	1	38940868
RP11-334L9.1	RP11-334L9.1	1	39174603
RRAGC	RRAGC	1	39303870
RP5-864K19.4	RP5-864K19.4	1	39325672
MYCBP	MYCBP	1	39328636
GJA9	GJA9	1	39341899
RHBDL2	RHBDL2	1	39351479
RNU6-605P	RNU6-605P	1	39392542
RP11-781D11.1	RP11-781D11.1	1	39423947
AKIRIN1	AKIRIN1	1	39456895
NDUFS5	NDUFS5	1	39491990
MACF1	MACF1	1	39546988
RNU6-608P	RNU6-608P	1	39586612
RNA5SP44	RNA5SP44	1	39619836
RP11-416A14.1	RP11-416A14.1	1	39672184
RP11-420K8.1	RP11-420K8.1	1	39715510
RP11-420K8.2	RP11-420K8.2	1	39769966
KIAA0754	KIAA0754	1	39876151
BMP8A	BMP8A	1	39957318
OXCT2P1	OXCT2P1	1	39980628
RP11-69E11.4	RP11-69E11.4	1	39987952
PPIEL	PPIEL	1	39997510
PABPC4	PABPC4	1	40026488
RP11-69E11.8	RP11-69E11.8	1	40036152
SNORA55	SNORA55	1	40033046
HEYL	HEYL	1	40089825
RP1-144F13.3	RP1-144F13.3	1	40099088
NT5C1A	NT5C1A	1	40124793
HPCAL4	HPCAL4	1	40144320
PPIE	PPIE	1	40157854
RP1-144F13.4	RP1-144F13.4	1	40183700
RNU7-121P	RNU7-121P	1	40189238
BMP8B	BMP8B	1	40222854
OXCT2	OXCT2	1	40235195
RP1-118J21.25	RP1-118J21.25	1	40254648
RP1-118J21.24	RP1-118J21.24	1	40261515
TRIT1	TRIT1	1	40306723
MYCL	MYCL	1	40361098
RP1-118J21.5	RP1-118J21.5	1	40363643
MFSD2A	MFSD2A	1	40420802
RP3-342P20.2	RP3-342P20.2	1	40428352
CAP1	CAP1	1	40505905
PPT1	PPT1	1	40538379
RP11-115D7.3	RP11-115D7.3	1	40598436
RLF	RLF	1	40627045
RNU6-1237P	RNU6-1237P	1	40643515
TMCO2	TMCO2	1	40711619
RP1-39G22.7	RP1-39G22.7	1	40722099
ZMPSTE24	ZMPSTE24	1	40723779
RP1-39G22.4	RP1-39G22.4	1	40728344
COL9A2	COL9A2	1	40766159
RP1-228H13.1	RP1-228H13.1	1	40798748
SMAP2	SMAP2	1	40810522
RP1-228H13.2	RP1-228H13.2	1	40830438
ZFP69B	ZFP69B	1	40915779
RP1-228H13.5	RP1-228H13.5	1	40929991
ZFP69	ZFP69	1	40942887
RP11-656D10.3	RP11-656D10.3	1	40958829
EXO5	EXO5	1	40974413
RP11-656D10.5	RP11-656D10.5	1	40980133
RP11-656D10.6	RP11-656D10.6	1	40982667
ZNF684	ZNF684	1	40997233
RP1-63P18.2	RP1-63P18.2	1	41029206
GTF2F2P2	GTF2F2P2	1	41059305
RIMS3	RIMS3	1	41086351
RP4-739H11.3	RP4-739H11.3	1	41134761
RP4-739H11.4	RP4-739H11.4	1	41156052
NFYC	NFYC	1	41157739
MIR30E	MIR30E	1	41220027
MIR30C1	MIR30C1	1	41222956
KCNQ4	KCNQ4	1	41249684
RN7SL326P	RN7SL326P	1	41270518
CITED4	CITED4	1	41326729
RP5-1066H13.4	RP5-1066H13.4	1	41329586
RP11-348A7.1	RP11-348A7.1	1	41403776
UBE2V1P8	UBE2V1P8	1	41407923
CTPS1	CTPS1	1	41445007
SLFNL1	SLFNL1	1	41481269
SCMH1	SCMH1	1	41492872
RP4-635E8.1	RP4-635E8.1	1	41564310
RP11-399E6.1	RP11-399E6.1	1	41708045
RP11-399E6.2	RP11-399E6.2	1	41730231
FOXO6	FOXO6	1	41827594
RP11-399E6.4	RP11-399E6.4	1	41840676
RNA5SP45	RNA5SP45	1	41932608
EDN2	EDN2	1	41944446
HIVEP3	HIVEP3	1	41972036
RP11-486B10.3	RP11-486B10.3	1	42001114
RP11-486B10.4	RP11-486B10.4	1	42007740
AL451006.1	AL451006.1	1	42224812
HNRNPFP1	HNRNPFP1	1	42506268
RP11-319C21.1	RP11-319C21.1	1	42606306
GUCA2B	GUCA2B	1	42619092
GUCA2A	GUCA2A	1	42628362
FOXJ3	FOXJ3	1	42642210
RP11-223A3.1	RP11-223A3.1	1	42801057
RIMKLA	RIMKLA	1	42846466
RP11-157D18.2	RP11-157D18.2	1	42878069
ZMYND12	ZMYND12	1	42896000
PPCS	PPCS	1	42921939
CCDC30	CCDC30	1	42929001
RP11-163G10.2	RP11-163G10.2	1	42957410
TMSB4XP1	TMSB4XP1	1	42965876
RNU6-536P	RNU6-536P	1	43034704
RP11-163G10.4	RP11-163G10.4	1	43036641
PPIH	PPIH	1	43124096
RP5-994D16.3	RP5-994D16.3	1	43144406
YBX1	YBX1	1	43148098
CLDN19	CLDN19	1	43198764
LEPRE1	LEPRE1	1	43212006
C1orf50	C1orf50	1	43232940
RP5-994D16.9	RP5-994D16.9	1	43241484
CCDC23	CCDC23	1	43272723
ERMAP	ERMAP	1	43282795
RP11-342M1.3	RP11-342M1.3	1	43300352
ZNF691	ZNF691	1	43312280
RP11-342M1.7	RP11-342M1.7	1	43352268
RP11-342M1.6	RP11-342M1.6	1	43356765
ATP6V1E1P1	ATP6V1E1P1	1	43368903
SLC2A1	SLC2A1	1	43391052
SLC2A1-AS1	SLC2A1-AS1	1	43424720
RNU6-880P	RNU6-880P	1	43457109
RNU6-870P	RNU6-870P	1	43489220
FAM183A	FAM183A	1	43610824
EBNA1BP2	EBNA1BP2	1	43629846
WDR65	WDR65	1	43638535
RNA5SP46	RNA5SP46	1	43662088
TMEM125	TMEM125	1	43735665
C1orf210	C1orf210	1	43747554
TIE1	TIE1	1	43766664
MPL	MPL	1	43803478
RP1-92O14.3	RP1-92O14.3	1	43820355
CDC20	CDC20	1	43824626
ELOVL1	ELOVL1	1	43829068
MED8	MED8	1	43849588
RP1-92O14.6	RP1-92O14.6	1	43850784
SZT2	SZT2	1	43855553
SZT2-AS1	SZT2-AS1	1	43913447
HYI	HYI	1	43918574
HYI-AS1	HYI-AS1	1	43919661
PTPRF	PTPRF	1	43990858
KDM4A	KDM4A	1	44115829
KDM4A-AS1	KDM4A-AS1	1	44165436
ST3GAL3	ST3GAL3	1	44171495
RP11-184I16.4	RP11-184I16.4	1	44175063
RNU6-1058P	RNU6-1058P	1	44182138
RP11-184I16.3	RP11-184I16.3	1	44209142
SHMT1P1	SHMT1P1	1	44315972
ARTN	ARTN	1	44398992
RP11-7O11.3	RP11-7O11.3	1	44410042
IPO13	IPO13	1	44412611
DPH2	DPH2	1	44435672
ATP6V0B	ATP6V0B	1	44440159
B4GALT2	B4GALT2	1	44444615
CCDC24	CCDC24	1	44457031
SLC6A9	SLC6A9	1	44457172
RP5-1198O20.4	RP5-1198O20.4	1	44501798
RP5-1198O20.5	RP5-1198O20.5	1	44553630
KRT8P47	KRT8P47	1	44568978
RN7SL479P	RN7SL479P	1	44582772
KLF17	KLF17	1	44584522
RP11-570P14.1	RP11-570P14.1	1	44587825
RP4-675G8.2	RP4-675G8.2	1	44603514
RP4-675G8.3	RP4-675G8.3	1	44616266
